
==================================================
EROS 3.0 - FULL SUITE HANG DIAGNOSTIC
==================================================


Test                                                                                                 Status    
D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\workflow\test_workflow.py                              PASS      
D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\workflow_engine\test_erwe.py                           PASS      
D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\workflow_engine\test_ewop.py                           PASS      




==================================================
DETAILED OUTPUT
==================================================

TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\agents\test_agents.py
STATUS: PASS
.....                                                                    [100%]
5 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\alerts\test_ianp.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\alpha_factory\test_iarf.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\api\test_api.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\api\test_eap.py
STATUS: PASS
...                                                                      [100%]
3 passed in 1.04s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\api_gateway\test_eag.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\attribution\test_ipaap.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\backtesting\test_ibrvp.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\capital\test_capital_models.py
STATUS: PASS
....                                                                     [100%]
4 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\cio\test_acio.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\committee\test_committee.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\company\test_company_knowledge.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\company\test_ikl_layer.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\compliance\test_ircp.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\copilot\test_copilot.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\copilot_v2\test_copilot_v2.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\dashboard\test_dashboard.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.06s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\data_lake\test_idlfs.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\data_platform\test_idp.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\database\test_expanded_repositories.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.39s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\database\test_forecast_report_repositories.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.39s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\database\test_production_db.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\database\test_sqlalchemy_production.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.39s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\decision\test_decision.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\events\test_s16_event_bus.py
STATUS: PASS
....                                                                     [100%]
4 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\execution\test_ieip.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\forecast_system\test_ifis.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\forecasting\test_forecasting.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\frontend\test_frontend.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\fundamentals\test_canonical_models.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\fundamentals\test_events.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\fundamentals\test_models.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\fundamentals\test_normalizer.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\fundamentals\test_provider.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\fundamentals\test_service.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\governance\test_block20_governance.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.13s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\infrastructure\test_cnep.py
STATUS: PASS
....                                                                     [100%]
4 passed in 1.03s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\investors\test_investors.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\knowledge_graph\test_kg.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\learning\test_learning.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\market_data\test_block23_real_market.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.13s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\market_data\test_block23c_provider.py
STATUS: PASS
..                                                                       [100%]
2 passed in 4.24s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\market_data\test_block23de_integrity.py
STATUS: PASS
...                                                                      [100%]
3 passed in 1.75s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\market_data\test_block23fg_gate.py
STATUS: PASS
....                                                                     [100%]
4 passed in 1.59s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\market_data\test_block23h_confidence.py
STATUS: PASS
.                                                                        [100%]
1 passed in 1.49s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\market_data\test_block23i_confidence_bounds.py
STATUS: PASS
....                                                                     [100%]
4 passed in 0.14s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\market_data\test_block23j_trace.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\market_data\test_block23k_four_path.py
STATUS: PASS
....                                                                     [100%]
4 passed in 0.09s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\market_data\test_block23k_integration.py
STATUS: PASS
.                                                                        [100%]
1 passed in 1.52s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\market_data\test_emdp.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\memory\test_ikme.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\ml_platform\test_mlamp.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\moat\test_moat.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\monitoring\test_block20_monitoring.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.12s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\monitoring\test_imop.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\portfolio\test_portfolio.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\portfolio_intelligence\test_portfolio_intelligence.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\portfolio_lab\test_ipcsl.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\portfolio_manager\test_apm.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\portfolio_optimizer\test_ipoe.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.07s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block21a_health.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block21b_backtest.py
STATUS: PASS
...                                                                      [100%]
3 passed in 0.09s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block21c_e2e_lifecycle.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.14s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block21d_degraded_modes.py
STATUS: PASS
..                                                                       [100%]
2 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block21e_readiness.py
STATUS: PASS
.                                                                        [100%]
1 passed in 0.08s

--------------------------------------------------
TEST: D:\Users\User\Desktop\AI_STOCK_ANALYZER\tests\production\test_block24_e2e_production.py
